epoch,train_loss,val_loss,psnr,ssim,lr
36,28.375952056675022,4.170418691635132,33.563795831083816,0.9206463609809091,0.00025
37,28.491476977895626,4.1009228229522705,33.78171810921713,0.922003056123885,0.00025
38,28.653976382750415,4.1266162395477295,33.66106145706807,0.9211504211700301,0.00025
39,28.354924681096552,4.097442722320556,33.73297510650881,0.9221531077198766,0.00025
40,29.036348373046035,4.131990766525268,33.64456116128201,0.920806966579845,0.00025
41,27.99089844431664,4.080378580093384,33.765994872528616,0.9225308124225251,0.000125
42,27.888268552694942,4.053564643859863,33.804417068407666,0.9226571591608387,0.000125
43,28.208078721298794,4.059133863449096,33.810215880373725,0.9227092592880368,0.000125
44,28.318537537093015,4.051755428314209,33.83057968579193,0.9228905451131055,0.000125
45,27.921476630246925,4.041994333267212,33.87799879982404,0.9229898097242055,0.000125
46,28.166717223858914,4.050026512145996,33.82844815396403,0.922724919554153,0.000125
47,28.2111843436854,4.055087900161743,33.81736989810484,0.9226551960843729,0.000125
48,27.978152170869492,4.039934682846069,33.86890481788211,0.9233503356500965,0.000125
49,28.175126181271477,4.0286298274993895,33.916744434854124,0.9235608492994489,0.000125
50,27.781196103964476,4.04252347946167,33.86128456848071,0.9232854333727172,0.000125
51,28.2459558834325,4.059455442428589,33.82436999954168,0.9222123241306217,0.000125
52,28.356079222164613,4.038603639602661,33.89210284810462,0.9232280602507743,0.000125
53,27.85707241857994,4.034494209289551,33.893035004878456,0.9232842056930357,0.000125
54,27.95515472831595,4.016316986083984,33.940440732942,0.9235025057955543,0.000125
55,27.526081166480417,4.020107936859131,33.9374118125712,0.923290811098818,0.000125
56,27.97497987911054,4.025094127655029,33.90130640449932,0.9232152028375648,0.000125
57,27.69795378589958,4.03423490524292,33.88055860658796,0.9232923364883565,0.000125
58,27.926897270491033,4.039139080047607,33.84247899856153,0.9230557970093182,0.000125
59,28.17505243307946,4.023504829406738,33.921817522497605,0.9233197287083101,0.000125
60,28.082267645871926,4.035276937484741,33.872300977793586,0.9229953348699438,0.000125
61,27.549150529841786,4.012173223495483,33.93791115429964,0.9235793564915802,6.25e-05
62,27.890476161262015,3.99896502494812,33.96408233189915,0.9235855018885093,6.25e-05
63,27.922050540307954,4.007589435577392,33.9250084162151,0.9234684762001356,6.25e-05
64,27.378975596214897,3.9985430240631104,33.987282269648354,0.9237120503910182,6.25e-05
65,27.57076805088528,3.988429880142212,33.99585363143632,0.9240658451013651,6.25e-05
66,27.885517773185807,3.999509811401367,33.97260470510238,0.9238156945110818,6.25e-05
67,27.550465475652636,3.989017200469971,34.01048754680774,0.9241305060025449,6.25e-05
68,27.822970130107656,3.9937158107757567,33.97093724403485,0.9238341195792807,6.25e-05
69,28.26094871861828,3.9977328777313232,33.972832444821506,0.9236808483157579,6.25e-05
70,27.640086465684817,4.000218343734741,33.96270871846181,0.9239850446424684,6.25e-05
71,27.454765891373363,3.979517698287964,34.03337488871684,0.9243544080631441,6.25e-05
72,27.51291082323212,3.9813045978546144,34.0038081992116,0.924270610554285,6.25e-05
73,27.672752500973207,3.9955708503723146,33.99572732205451,0.9239792973451877,6.25e-05
74,27.764626320121213,3.9790902614593504,34.0258188641125,0.9242335844534182,6.25e-05
75,27.252459151802196,3.9745191097259522,34.027184867363715,0.9243329719234643,6.25e-05
76,27.4137492071722,3.9859049320220947,34.03099495889641,0.9241901260330188,6.25e-05
77,27.623339985326393,3.9848583698272706,33.99013023824527,0.9238878144500496,6.25e-05
78,28.07244538507101,3.980061960220337,33.99830358019738,0.9241821796721075,6.25e-05
79,27.5488214905729,3.975900173187256,34.033562344892644,0.9240992700244313,6.25e-05
80,27.91042187877537,3.9690122604370117,34.03994588924067,0.9242783453908239,6.25e-05
81,27.417190103432567,3.974399471282959,34.0239390274548,0.9243246507809365,3.125e-05
82,27.813705014363187,3.9653226375579833,34.0488072105632,0.924472454617996,3.125e-05
83,27.722720798348234,3.966577577590942,34.04102878687772,0.924457974086138,3.125e-05
84,27.600072538238212,3.9602169036865233,34.05784501689815,0.9245516183553036,3.125e-05
85,27.334715234291103,3.965732383728027,34.042307566778646,0.9244804806905705,3.125e-05
86,27.791768429942966,3.962391710281372,34.06748801278424,0.9245621187304023,3.125e-05
87,27.66900192470485,3.963734197616577,34.0521509170173,0.9244828999385353,3.125e-05
88,27.779099534549253,3.975662899017334,34.01071400820884,0.9241620133005746,3.125e-05
89,27.453418344976157,3.9691089153289796,34.02563201837447,0.9242363201748537,3.125e-05
90,27.65006292546328,3.964487838745117,34.043561692597095,0.924338718212544,3.125e-05
91,27.574435950472594,3.959302616119385,34.07259870942708,0.924661359555213,3.125e-05
92,27.396747838180907,3.9589650630950928,34.055405466260254,0.924363519997452,3.125e-05
93,27.67879242520152,3.954374980926514,34.08408224893641,0.9245762382545468,3.125e-05
94,27.520645330370087,3.9629207134246824,34.05533098421178,0.9243498392980698,3.125e-05
95,27.74683660920133,3.9625829219818116,34.05064141149425,0.9244223635373192,3.125e-05
96,27.780862164579307,3.9737734317779543,34.02316909403017,0.9240427039660325,3.125e-05
97,27.12072259961944,3.963171911239624,34.057094980499215,0.9244392488765737,3.125e-05
98,27.95374001833991,3.9706879615783692,34.040374502124635,0.9244765471963772,3.125e-05
99,27.237684869930096,3.960378646850586,34.05991129828557,0.9245252367312211,3.125e-05
100,27.539047629235128,3.9649447917938234,34.04000428667855,0.9244602232575719,3.125e-05
